,KeggID,Description
7271,gn:T07308,rsin; Richelia sinica FACHB-800
7272,gn:T07309,msam; Micropterus salmoides (largemouth bass)
7273,gn:T07310,cpii; Culex pipiens pallens
7274,gn:T07311,xgl; Xiphias gladius (swordfish)
7275,gn:T07312,acoz; Anopheles coluzzii
7276,gn:T07313,caua; Carassius auratus (goldfish)
7277,gn:T07314,palz; Populus alba (white poplar)
7278,gn:T07315,ncon; Candidatus Nanohalobium constans LC1Nh
7279,gn:T07316,msai; Metamycoplasma salivarium NCTC10113
7280,gn:T07317,clia; Corynebacterium liangguodongii 2184
7281,gn:T07318,pmao; Pseudomonas marincola YSy11
7282,gn:T07319,hbn; Hymenobacter busanensis BT182
7283,gn:T07320,gam; Gordonia amarae BEN372
7284,gn:T07321,oue; Oligella ureolytica FDAARGOS_872
7285,gn:T07322,afx; Alicyclobacillus ferrooxydans S30H14
7286,gn:T07323,sspb; Streptomyces spectabilis ATCC 27465
7287,gn:T07324,mmuc; Mycolicibacterium mucogenicum DSM 44124
7288,gn:T07325,mhek; Mycobacterium heckeshornense JMUB5695
7289,gn:T07326,snf; Streptomyces nojiriensis JCM 3382
7290,gn:T07327,arut; Acipenser ruthenus (sterlet)
7291,gn:T07328,pdul; Prunus dulcis (almond)
7292,gn:T07329,pgut; Pantherophis guttatus
7293,gn:T07330,aprc; Abrus precatorius (Indian licorice)
7294,gn:T07331,ely; Epinephelus lanceolatus (giant grouper)
7295,gn:T07332,dci; Diaphorina citri (Asian citrus psyllid)
7296,gn:T07333,alam; Atribacter laminatus RT761
7297,gn:T07334,saul; Staphylococcus auricularis FDAARGOS_882
7298,gn:T07335,cprp; Corynebacterium propinquum FDAARGOS_1112
7299,gn:T07336,pata; Pseudomonas atacamensis SM1
7300,gn:T07337,ssei; Sulfurimonas sediminis S2-6
7301,gn:T07338,caqt; Comamonas aquatica NEB418
7302,gn:T07339,arub; Arachnia rubra DSMZ 100122
7303,gn:T07340,elio; Elioraea tepida MS-P2
7304,gn:T07341,spla; Streptomyces platensis ATCC 23948
7305,gn:T07342,mgau; Mycobacterium gallinarum JCM 6399
7306,gn:T07343,vtr; Candidatus Vallotia tarda MYVALT
7307,gn:T07344,psev; Pseudoclavibacter triregionum 125703-2019
7308,gn:T07345,sluc; Sander lucioperca (pikeperch)
7309,gn:T07346,egt; Erythranthe guttata (spotted monkey flower)
7310,gn:T07347,tst; Trachemys scripta elegans
7311,gn:T07348,dsv; Dermacentor silvarum
7312,gn:T07349,loc; Lepisosteus oculatus (spotted gar)
7313,gn:T07350,qlo; Quercus lobata (valley oak)
7314,gn:T07351,amob; Adhaeretor mobilis HG15A2
7315,gn:T07352,rlc; Rubripirellula lacrimiformis K22_7
7316,gn:T07353,ssac; Staphylococcus saccharolyticus FDAARGOS_1074
7317,gn:T07354,camc; Corynebacterium amycolatum FDAARGOS_1108
7318,gn:T07355,cvl; Chloracidobacterium validum BV2-C
7319,gn:T07356,fya; Flammeovirga yaeyamensis NBRC 100898
7320,gn:T07357,sshi; Saccharolobus shibatae B12
7321,gn:T07358,spin; Skermania piniformis DSM 43998
7322,gn:T07359,sbro; Streptomyces broussonetiae T44
7323,gn:T07360,stui; Streptomyces tuirus JCM 4255
7324,gn:T07361,pdw; Pseudomonas donghuensis P482
7325,gn:T07362,paey; Paeniglutamicibacter sp. Y32M11
7326,gn:T07363,xhe; Xiphophorus hellerii (green swordtail)
7327,gn:T07364,csin; Camellia sinensis
7328,gn:T07365,pcoc; Phasianus colchicus (Ring-necked pheasant)
7329,gn:T07366,phai; Panicum hallii
7330,gn:T07367,cabi; Chelonoidis abingdonii (Abingdon island giant tortoise)
7331,gn:T07368,bgt; Biomphalaria glabrata (bloodfluke planorb)
7332,gn:T07369,scib; Salicibibacter cibi NKC21-4
7333,gn:T07370,scia; Salicibibacter cibarius NKC5-3
7334,gn:T07371,tant; Thermus antranikianii RBS10-92
7335,gn:T07372,namp; Nosocomiicoccus ampullae DSM 19163
7336,gn:T07373,fap; Falsirhodobacter sp. PG104
7337,gn:T07374,sata; Streptomyces atratus SCSIO_ZH16
7338,gn:T07375,cglu; Corynebacterium glucuronolyticum FDAARGOS_1190
7339,gn:T07376,egd; Eggerthella guodeyinii HF-1101
7340,gn:T07377,mlj; Mycobacterium lacus JCM 15657
7341,gn:T07378,schf; Streptomyces chromofuscus DSM 40273
7342,gn:T07379,pcab; Pseudomonas cannabina pv. alisalensis MAFF 301419
7343,gn:T07380,pscq; Pseudochrobactrum algeriensis C150915_17
7344,gn:T07381,aara; Anopheles arabiensis
7345,gn:T07382,rsan; Rhipicephalus sanguineus (brown dog tick)
7346,gn:T07383,vde; Varroa destructor (honeybee mite)
7347,gn:T07384,itr; Ipomoea triloba (trilobed morning glory)
7348,gn:T07385,sdm; Stegodyphus dumicola
7349,gn:T07386,pvy; Pistacia vera (pistachio)
7350,gn:T07387,poq; Polymorphobacter sp. PAMC 29334
7351,gn:T07388,shun; Streptomyces hundungensis BH38
7352,gn:T07389,shar; Streptomyces harbinensis NA02264
7353,gn:T07390,tpec; Trueperella pecoris 19M2397
7354,gn:T07391,taid; Terribacillus aidingensis DMT04
7355,gn:T07392,pakh; Photorhabdus akhurstii 0813-124 phase II
7356,gn:T07393,stuc; Schaalia turicensis CT001
7357,gn:T07394,iam; Iamia sp. SCSIO 61187
7358,gn:T07395,mmat; Mycolicibacterium mageritense JCM 12375
7359,gn:T07396,msim; Mycobacterium simiae JCM 12377
7360,gn:T07397,mbrd; Mycobacterium branderi JCM 12687
7361,gn:T07398,rhaw; Candidatus Rhabdochlamydia oedothoracis W744
7362,gn:T07399,pmax; Pecten maximus
7363,gn:T07400,mgen; Megalopta genalis
7364,gn:T07401,msex; Manduca sexta (tobacco hornworm)
7365,gn:T07402,agb; Anoplophora glabripennis (Asian longhorned beetle)
7366,gn:T07403,rmp; Rhipicephalus microplus (southern cattle tick)
7367,gn:T07404,nmea; Nomia melanderi (Alkali bee)
7368,gn:T07405,ole; Oleiharenicola sp. KSB-15
7369,gn:T07406,ssoi; Streptomyces solisilvae HNM0141
7370,gn:T07407,biz; Brenneria izadpanahii Iran 50
7371,gn:T07408,czh; Clavibacter zhangzhiyongii DM1
7372,gn:T07409,rml; Roseimaritima multifibrata FF011L
7373,gn:T07410,rmf; Rossellomorea marisflavi 151-25
7374,gn:T07411,smei; Spiroplasma melliferum AS576
7375,gn:T07412,fka; Flammeovirga kamogawensis YS10
7376,gn:T07413,msak; Mycobacterium saskatchewanense JCM 13016
7377,gn:T07414,mbok; Mycolicibacterium boenickei JCM 15653
7378,gn:T07415,mshj; Mycobacterium shinjukuense JCM 14233
7379,gn:T07416,scyg; Streptomyces cyanogenus S136
7380,gn:T07417,vja; Varroa jacobsoni
7381,gn:T07418,ncol; Nymphaea colorata
7382,gn:T07419,apln; Agrilus planipennis (emerald ash borer)
7383,gn:T07420,otu; Onthophagus taurus
7384,gn:T07421,csec; Cryptotermes secundus
7385,gn:T07422,fex; Formica exsecta
7386,gn:T07423,phao; Parasphingorhabdus halotolerans JK6
7387,gn:T07424,pni; Prevotella nigrescens F0109
7388,gn:T07425,gly; Glycomyces sp. TRM65418
7389,gn:T07426,hyi; Hydrogenibacillus sp. N12
7390,gn:T07427,rufi; Ruficoccus sp. ZRK36
7391,gn:T07428,sfeu; Streptomyces ferrugineus CCTCC AA2014009
7392,gn:T07429,aih; Actinoplanes ianthinogenes NBRC 13996
7393,gn:T07430,vpt; Virgibacillus pantothenticus DSM 26
7394,gn:T07431,mman; Mycobacterium mantenii JCM 18113
7395,gn:T07432,gek; Gelria sp. Kuro-4
7396,gn:T07433,moz; Methylogaea oryzae E10
7397,gn:T07434,misz; Methylomagnum ishizawai RS11D-Pr
7398,gn:T07435,vlg; Vulpes lagopus (Arctic fox)
7399,gn:T07436,ming; Macadamia integrifolia (macadamia nut)
7400,gn:T07437,ppot; Papilio polytes (common Mormon)
7401,gn:T07438,ppyr; Photinus pyralis (common eastern firefly)
7402,gn:T07439,oml; Oryzias melastigma (Indian medaka)
7403,gn:T07440,cpoo; Crocodylus porosus (Australian saltwater crocodile)
7404,gn:T07441,smaa; Salinimonas marina G2-b
7405,gn:T07442,gpr; Glutamicibacter protophormiae R912
7406,gn:T07443,tmd; Thalassobius mediterraneus DP8N14-7
7407,gn:T07444,saim; Salinarchaeum sp. IM2453
7408,gn:T07445,mpau; Methyloradius palustris Zm11
7409,gn:T07446,aser; Actinocatenispora sera NBRC 101916
7410,gn:T07447,atep; Allochromatium tepidum NZ
7411,gn:T07448,rpor; Candidatus Rhabdochlamydia porcellionis 15C
7412,gn:T07449,vzi; Vibrio ziniensis ZWAL4003
7413,gn:T07450,wco; Weissella coleopterorum HDW19
7414,gn:T07451,coy; Chitinophaga oryzae 1310
7415,gn:T07452,pex; Pedobacter endophyticus JBR3-12
7416,gn:T07453,ggn; Gavialis gangeticus (Gharial)
7417,gn:T07454,plep; Plectropomus leopardus (leopard coralgrouper)
7418,gn:T07455,aten; Actinia tenebrosa (Australian red waratah sea anemone)
7419,gn:T07456,pxu; Papilio xuthus (Asian swallowtail)
7420,gn:T07457,gat; Gasterosteus aculeatus (three-spined stickleback)
7421,gn:T07458,gae; Gigantopelta aegis
7422,gn:T07459,npi; Nocardioides piscis HDW12A
7423,gn:T07460,spii; Sphingomonas piscis HDW15B
7424,gn:T07461,ssin; Sphingomonas sinipercae HDW15C
7425,gn:T07462,cmet; Chenggangzhangella methanolivorans CHL1
7426,gn:T07463,sym; Candidatus Symbiopectobacterium sp. SyEd1
7427,gn:T07464,chlo; Chloracidobacterium sp. MS 40/45
7428,gn:T07465,cgot; Cytobacillus gottheilii 1839
7429,gn:T07466,ncx; Nonomuraea coxensis DSM 45129
7430,gn:T07467,cuo; Corynebacterium urogenitale LMM-1652
7431,gn:T07468,tso; Terrihabitans soli IZ6
7432,gn:T07469,sdk; Shewanella dokdonensis DSM 23626
7433,gn:T07470,nie; Nocardia iowensis NRRL 5646
7434,gn:T07471,cthu; Caldalkalibacillus thermarum TA2.A1
7435,gn:T07472,mlx; Mirounga leonina (Southern elephant seal)
7436,gn:T07473,cud; Cheilinus undulatus (humphead wrasse)
7437,gn:T07474,panu; Papio anubis (olive baboon)
7438,gn:T07475,acer; Apis cerana (Asiatic honeybee)
7439,gn:T07476,bany; Bicyclus anynana (squinting bush brown)
7440,gn:T07477,hame; Homarus americanus (American lobster)
7441,gn:T07478,dvc; Dactylosporangium vinaceum NRRL B-16297
7442,gn:T07479,pbif; Paraclostridium bifermentans DSM 14991
7443,gn:T07480,lagr; Lysinibacillus agricola	FJAT-51161
7444,gn:T07481,pmuf; Prevotella multiformis F0096
7445,gn:T07482,gpd; Gordonia pseudoamarae BEN371
7446,gn:T07483,lhx; Lysobacter helvus D10
7447,gn:T07484,ntc; Nocardia tengchongensis CFH S0057
7448,gn:T07485,marx; Marixanthomonas sp. SCSIO 43207
7449,gn:T07486,sny; Candidatus Schneideria nysicola NT
7450,gn:T07487,athe; Aneurinibacillus thermoaerophilus CCM 8960
7451,gn:T07488,mchk; Methanoculleus chikugoensis MG62
7452,gn:T07489,pcal; Parageobacillus caldoxylosilyticus ER4B
7453,gn:T07490,cliz; Corynebacterium lizhenjunii ZJ-599
7454,gn:T07491,pteh; Piliocolobus tephrosceles (Ugandan red Colobus)
7455,gn:T07492,cgig; Colletes gigas
7456,gn:T07493,ecra; Etheostoma cragini (Arkansas darter)
7457,gn:T07494,pflv; Perca flavescens (yellow perch)
7458,gn:T07495,tod; Talpa occidentalis (Iberian mole)
7459,gn:T07496,ctul; Cyprinodon tularosa WSP-4
7460,gn:T07497,rko; Rhodococcus koreensis R85
7461,gn:T07498,phis; Prevotella histicola F0411
7462,gn:T07499,patl; Pasteurella atlantica NVI-9100
7463,gn:T07500,psop; Paenibacillus sophorae DSM 23020
7464,gn:T07501,csil; Corynebacterium silvaticum PO100/5
7465,gn:T07502,cinf; Candidatus Campylobacter infans 19S00001
7466,gn:T07503,cars; Citrobacter arsenatis LY-1
7467,gn:T07504,srhz; Serratia rhizosphaerae KUDC3025
7468,gn:T07505,rtl; Rickettsia tillamookensis Tillamook 23
7469,gn:T07506,mdf; Mycobacterium diernhoferi ATCC 19340
7470,gn:T07507,gad; Granulicatella adiacens FDAARGOS_1477
7471,gn:T07508,mpad; Methylomonas paludis S2AM
7472,gn:T07509,eace; Exiguobacterium acetylicum SI17
7473,gn:T07510,maro; Methanobrevibacter arboriphilus SA
7474,gn:T07511,pgig; Pteropus giganteus (Indian flying fox)
7475,gn:T07512,ldc; Leptinotarsa decemlineata (Colorado potato beetle)
7476,gn:T07513,cgob; Cottoperca gobio
7477,gn:T07514,dmk; Daphnia magna NIES
7478,gn:T07515,csal; Chryseobacterium salivictor NBC 122
7479,gn:T07516,fsr; Francisella salimarina CHUGA-F75
7480,gn:T07517,eraf; Enterococcus raffinosus F162_2
7481,gn:T07518,kov; Kovacikia sp. CCNU0001
7482,gn:T07519,slia; Streptomyces liangshanensis QMT-12
7483,gn:T07520,bel; Bradyrhizobium elkanii USDA 61
7484,gn:T07521,psan; Paracoccus sanguinis OM2164
7485,gn:T07522,snh; Salvelinus namaycush (lake trout)
7486,gn:T07523,ccin; Cephus cinctus (wheat stem sawfly)
7487,gn:T07524,fei; Ferruginibacter sp. KIS38-8
7488,gn:T07525,cprf; Crassaminicella profunda Ra1766H
7489,gn:T07526,nki; Nitratireductor kimnyeongensis KACC 11904
7490,gn:T07527,hmp; Halobaculum magnesiiphilum NBRC 109044
7491,gn:T07528,pze; Pseudomonas zeae OE 48.2
7492,gn:T07529,bnd; Brevundimonas nasdae Au29
7493,gn:T07530,lkb; Leptospira kobayashii E30
7494,gn:T07531,cdiz; Celerinatantimonas diazotrophica CEDIAZO1
7495,gn:T07532,bbel; Branchiostoma belcheri (Belcher's lancelet)
7496,gn:T07533,ccat; Ceratitis capitata (Mediterranean fruit fly)
7497,gn:T07534,cbai; Camelus bactrianus (Bactrian camel)
7498,gn:T07535,hazt; Hyalella azteca
7499,gn:T07536,hhal; Halyomorpha halys (brown marmorated stink bug)
7500,gn:T07537,bbif; Bombus bifarius
7501,gn:T07538,gji; Gordonia jinghuaiqii zg-686
7502,gn:T07539,pmoe; Pseudomonas monsensis PGSB 8459
7503,gn:T07540,ssau; Sphingomonas sabuli sand1-3
7504,gn:T07541,lcas; Lysobacter caseinilyticus KVB24
7505,gn:T07542,cbue; Chlamydia buteonis IDL17-4553
7506,gn:T07543,scaa; Shewanella carassii TUM17387
7507,gn:T07544,rgo; Rhodococcus globerulus D757
7508,gn:T07545,aang; Anguilla anguilla (European eel)
7509,gn:T07546,ttw; Tepidimonas taiwanensis LMG 22826
7510,gn:T07547,hre; Halobaculum roseum CGMCC 1.15501
7511,gn:T07548,iab; Idiomarina abyssalis MSP-CT
7512,gn:T07549,lmur; Ligilactobacillus murinus CR147
7513,gn:T07550,dph; Deinococcus psychrotolerans S14-83
7514,gn:T07551,tcq; Thermococcus camini IRI35c
7515,gn:T07552,sbal; Candidatus Sulfurimonas baltica GD2
7516,gn:T07553,sdw; Streptomyces decoyicus NRRL 2666
7517,gn:T07554,ccad; Cervus canadensis (wapiti)
7518,gn:T07555,pyu; Puma yagouaroundi (jaguarundi)
7519,gn:T07556,npd; Nothoprocta perdicaria
7520,gn:T07557,mchn; Microbacterium chengjingii HY60
7521,gn:T07558,bec; Blochmannia endosymbiont of Colobopsis nipponica
7522,gn:T07559,sari; Sphingomonas aliaeris DH-S5
7523,gn:T07560,ptri; Paenibacillus tritici PH55-1
7524,gn:T07561,pcam; Pseudomonas campi S1-A32-2
7525,gn:T07562,arep; Actinomyces respiraculi ZJ750
7526,gn:T07563,lpal; Leeuwenhoekiella palythoae F5
7527,gn:T07564,smas; Candidatus Sulfurimonas marisnigri SoZ1
7528,gn:T07565,bpun; Blattabacterium punctulatus CPUml
7529,gn:T07566,sspi; Sphingobacterium spiritivorum FDAARGOS_1144
7530,gn:T07567,spaq; Stenotrophomonas pavanii Y
7531,gn:T07568,svd; Streptomyces viridosporus T7A ATCC 39115
7532,gn:T07569,pluf; Candidatus Phytoplasma luffae NCHU2019
7533,gn:T07570,cnv; Campylobacter novaezeelandiae W441b
7534,gn:T07571,mmam; Mycobacterium malmoense ATCC 29571
7535,gn:T07572,dne; Dromaius novaehollandiae (emu)
7536,gn:T07573,arow; Apteryx rowi (Okarito brown kiwi)
7537,gn:T07574,pbg; Prionailurus bengalensis (leopard cat)
7538,gn:T07575,psep; Pseudomonas sessilinigenes CMR12a
7539,gn:T07576,lchi; Lacticaseibacillus chiayiensis FBL7
7540,gn:T07577,npf; Neisseria perflava LPB0400
7541,gn:T07578,phor; Phormidium sp. PBR-2020
7542,gn:T07579,smui; Sphingobacterium multivorum FDAARGOS_1143
7543,gn:T07580,naqu; Nocardioides aquaticus KCTC 9944
7544,gn:T07581,mind; Methylobacterium indicum VL1
7545,gn:T07582,spph; Sphingobium phenoxybenzoativorans Tas13
7546,gn:T07583,wec; Wolbachia endosymbiont of Carposina sasakii
7547,gn:T07584,aed; Arsenophonus endosymbiont of Aphis craccivora
7548,gn:T07585,spab; Streptococcus parasuis H35
7549,gn:T07586,avb; Acinetobacter variabilis RYU24
7550,gn:T07587,pvw; Pseudomonas vanderleydeniana RW8P3
7551,gn:T07588,pew; Paraburkholderia edwinii Pe01
7552,gn:T07589,menm; Candidatus Megaira endosymbiont of Mesostigma viride
7553,gn:T07590,otc; Onychostruthus taczanowskii (white-rumped snowfinch)
7554,gn:T07591,foc; Frankliniella occidentalis (western flower thrips)
7555,gn:T07592,bvk; Bombus vosnesenskii
7556,gn:T07593,ctub; Corynebacterium tuberculostearicum FDAARGOS_1117
7557,gn:T07594,ptrt; Pseudomonas tritici SWRI145
7558,gn:T07595,mfg; Mycolicibacterium farcinogenes BKK/CU-MFGFA-001
7559,gn:T07596,ceno; Coxiella endosymbiont of Amblyomma nuttalli
7560,gn:T07597,csty; Stygiolobus sp. KN-1
7561,gn:T07598,qau; Quatrionicoccus australiensis D9
7562,gn:T07599,fle; Ferribacterium limneticum 77
7563,gn:T07600,sade; Candidatus Steffania adelgidicola Ad18-003
7564,gn:T07601,apin; Candidatus Annandia pinicola Ad13-065
7565,gn:T07602,lpai; Lactobacillus panisapium ESL0416
7566,gn:T07603,abou; Acinetobacter bouvetii JCM 18991
7567,gn:T07604,wdm; Wolbachia endosymbiont of Drosophila mauritiana wMau
7568,gn:T07605,bnt; Bacillus nitratireducens BM02
7569,gn:T07606,pxa; Pseudomonas xanthosomae COR54
7570,gn:T07607,mhol; Mycobacterium holsaticum JCM 12374
7571,gn:T07608,pruf; Pyrgilauda ruficollis (rufous-necked snowfinch)
7572,gn:T07609,opi; Ochotona princeps (American pika)
7573,gn:T07610,ecad; Erigeron canadensis (horseweed)
7574,gn:T07611,scal; Streptomyces californicus FDAARGOS_1209
7575,gn:T07612,mher; Mycobacterium heraklionense JCM 30995
7576,gn:T07613,psic; Pengzhenrongella sicca LRZ-2
7577,gn:T07614,web; Wolbachia endosymbiont of Brugia pahangi
7578,gn:T07615,wes; Wolbachia endosymbiont of Spodoptera picta Spic_B
7579,gn:T07616,tfv; Tsuneonella flava SS-21NJ
7580,gn:T07617,vog; Vogesella sp. XCS3
7581,gn:T07618,eor; Endosymbiont of Rhynchophorus ferrugineus
7582,gn:T07619,psam; Pseudomonas salmasensis SWRI126
7583,gn:T07620,ptz; Pseudomonas tensinigenes ZA 5.3
7584,gn:T07621,liz; Lichenihabitans sp. PAMC28606
7585,gn:T07622,pqi; Pseudomonas qingdaonensis S-1
7586,gn:T07623,slat; Streptococcus lactarius CCUG 66490
7587,gn:T07624,ppee; Proteus penneri FDAARGOS_874
7588,gn:T07625,larg; Lactiplantibacillus argentoratensis DSM 16365
7589,gn:T07626,ppug; Pungitius pungitius (ninespine stickleback)
7590,gn:T07627,sspl; Salvia splendens (scarlet sage)
7591,gn:T07628,bvan; Bombus vancouverensis nearcticus
7592,gn:T07629,msei; Mycolicibacterium sediminis JCM 17899
7593,gn:T07630,sauh; Streptomyces auratus AGR0001
7594,gn:T07631,mesg; Methanocaldococcus sp. SG7
7595,gn:T07632,moa; Myroides odoratus FDAARGOS_1132
7596,gn:T07633,vfa; Vescimonas fastidiosa MM35
7597,gn:T07634,vcop; Vescimonas coprocola MM50
7598,gn:T07635,pfaa; Pusillimonas faecalis MM59
7599,gn:T07636,wea; Wolbachia endosymbiont of Drosophila ananassae W2.1
7600,gn:T07637,wem; Wolbachia endosymbiont of Chrysomya megacephala
7601,gn:T07638,athr; Aliarcobacter thereius LMG 24486
7602,gn:T07639,bpon; Brevundimonas pondensis LVF1
7603,gn:T07640,eep; Enterobacteriaceae endosymbiont of Plateumaris pusilla
7604,gn:T07641,vcw; Venatorbacter cucullus xL5
7605,gn:T07642,pshh; Pseudomonas shahriarae SWRI52
7606,gn:T07643,pxn; Pseudomonas xantholysinigenes RW9S1A
7607,gn:T07644,tpre; Trichogramma pretiosum
7608,gn:T07645,fas; Fopius arisanus
7609,gn:T07646,bod; Bactrocera oleae (olive fruit fly)
7610,gn:T07647,sulo; Sulfolobus sp. E11-6
7611,gn:T07648,sfb; Streptomyces fradiae ATCC 10745 = DSM 40063
7612,gn:T07649,msen; Mycobacterium senegalense ATCC 35796
7613,gn:T07650,dbk; Desulfomarina profundi KT2
7614,gn:T07651,cfem; Caproicibacter fermentans 7D4C2
7615,gn:T07652,smuc; Skermanella mucosa KEMB 2255-438
7616,gn:T07653,paqu; Pectobacterium aquaticum A212-S19-A16
7617,gn:T07654,wel; Wolbachia endosymbiont of Litomosoides sigmodontis wLsig
7618,gn:T07655,acht; Anaerocolumna chitinilytica CTTW
7619,gn:T07656,tfe; Thermosipho ferrireducens JL129W03
7620,gn:T07657,wey; Wolbachia endosymbiont of Drosophila yakuba wYak
7621,gn:T07658,tem; Terrisporobacter sp. MCA3
7622,gn:T07659,ceq; Coxiella-like endosymbiont of Amblyomma americanum
7623,gn:T07660,eem; Enterobacteriaceae endosymbiont of Macroplea mutica
7624,gn:T07661,phv; Pseudomonas hamedanensis SWRI65
7625,gn:T07662,pprg; Pseudomonas promysalinigenes RW10S1
7626,gn:T07663,dam; Diachasma alloeum
7627,gn:T07664,scac; Stomoxys calcitrans (stable fly)
7628,gn:T07665,osn; Octopus sinensis (East Asian common octopus)
7629,gn:T07666,sroe; Skermanella rosea KEMB 2255-458
7630,gn:T07667,wet; Wolbachia endosymbiont of Cruorifilaria tuberocauda 55YT
7631,gn:T07668,bgoe; Brevundimonas goettingensis LVF2
7632,gn:T07669,nro; Nocardioides rotundus MCCC 1A10561
7633,gn:T07670,rmar; Rubrobacter marinus SCSIO 52915
7634,gn:T07671,ndn; Neisseria dentiae DSM 19151
7635,gn:T07672,bann; Burkholderia anthina BJQ0011
7636,gn:T07673,pnn; Pseudomonas nanhaiensis SCS 2-3
7637,gn:T07674,smob; Streptomyces mobaraensis NBRC 13819 = DSM 40847
7638,gn:T07675,mpae; Mycobacterium pallens JCM 16370
7639,gn:T07676,spra; Streptomyces prasinus ATCC 13879
7640,gn:T07677,them; Thermococcus aciditolerans SY113
7641,gn:T07678,eop; Endosymbiont of Pachyrhynchus infernalis
7642,gn:T07679,eeu; Endosymbiont of Euscepes postfasciatus
7643,gn:T07680,ifo; Isorropodon fossajaponicum endosymbiont JTNG4
7644,gn:T07681,pmau; Paracoccus marcusii CP157
7645,gn:T07682,pkl; Pipistrellus kuhlii (Kuhl's pipistrelle)
7646,gn:T07683,pfuc; Polistes fuscatus (common paper wasp)
7647,gn:T07684,minc; Mangifera indica (mango)
7648,gn:T07685,uam; Candidatus Uabimicrobium amorphum SRT547
7649,gn:T07686,ptes; Paralysiella testudinis 26B
7650,gn:T07687,wew; Wolbachia endosymbiont of Wiebesia pumilae
7651,gn:T07688,drd; Deinococcus radiophilus ATCC 27603
7652,gn:T07689,mspg; Mycobacterium spongiae FSD4b-SM
7653,gn:T07690,wer; Wolbachia endosymbiont of Drosophila santomea wSan
7654,gn:T07691,panh; Pseudomonas anuradhapurensis RD8MR3
